Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
Mid,Esi+,DTXSID2037508,Chlordimeform,DTXCID0017508,C10H13ClN2,196.0767261,CN(C)C=NC1=CC=C(Cl)C=C1C,2.77,0,,,0.122,1363373,350661,CN(C)C=NC1=CC=C(Cl)C=C1C,0.000000122,1363373,1.11752E+13,2.753753592,13.540552,3.92702E-08,0.039270162
Low,Esi+,DTXSID2037508,Chlordimeform,DTXCID0017508,C10H13ClN2,196.0767261,CN(C)C=NC1=CC=C(Cl)C=C1C,2.77,0,,,0.024,207101,65977,CN(C)C=NC1=CC=C(Cl)C=C1C,0.000000024,207101,8.62921E+12,2.753753592,13.540552,5.96527E-09,0.005965271
High,Esi+,DTXSID4020321,Chlorpheniramine maleate,DTXCID402804,C16H19ClN2,274.1236763,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,3.92,0,,,0.49,47324468,,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,,47324468,,3.646579416,13.89151045,6.07541E-07,0.607540582
Mid,Esi+,DTXSID4020321,Chlorpheniramine maleate,DTXCID402804,C16H19ClN2,274.1236763,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,3.92,0,,,0.122,13820394,,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,,13820394,,3.646579416,13.89151045,1.77423E-07,0.177423024
Low,Esi+,DTXSID4020321,Chlorpheniramine maleate,DTXCID402804,C16H19ClN2,274.1236763,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,3.92,0,,,0.024,2309366,,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,,2309366,,3.646579416,13.89151045,2.96471E-08,0.029647107
High,Esi+,DTXSID7024827,Chlorpromazine hydrochloride,DTXCID002808,C17H19ClN2S,318.0957475,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,7.75,0,,,0.49,33798340,1227724,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,,33798340,,3.79215361,13.94873381,3.80331E-07,0.380330858
Mid,Esi+,DTXSID7024827,Chlorpromazine hydrochloride,DTXCID002808,C17H19ClN2S,318.0957475,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,7.75,0,,,0.122,8319011,1098770,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,,8319011,,3.79215361,13.94873381,9.36134E-08,0.093613372
Low,Esi+,DTXSID7024827,Chlorpromazine hydrochloride,DTXCID002808,C17H19ClN2S,318.0957475,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,7.75,0,,,0.024,1162804,148536,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,,1162804,,3.79215361,13.94873381,1.3085E-08,0.013084969
High,Esi+,DTXSID3042633,Clomipramine hydrochloride,DTXCID602844,C19H23ClN2,314.1549764,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,7.95,0,,,0.49,51754592,,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,,51754592,,3.673161675,13.90195959,6.48618E-07,0.648618445
Mid,Esi+,DTXSID3042633,Clomipramine hydrochloride,DTXCID602844,C19H23ClN2,314.1549764,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,7.95,0,,,0.122,11321425,,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,,11321425,,3.673161675,13.90195959,1.41887E-07,0.141886638
Low,Esi+,DTXSID3042633,Clomipramine hydrochloride,DTXCID602844,C19H23ClN2,314.1549764,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,7.95,0,,,0.024,2206170,,CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,,2206170,,3.673161675,13.90195959,2.7649E-08,0.027648997
High,Esi+,DTXSID7040738,Imipramine hydrochloride,DTXCID9023881,C19H24N2,280.1939488,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,6.28,0,,,0.49,30002632,,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,,30002632,,3.559117748,13.85713038,4.16897E-07,0.416897196
Mid,Esi+,DTXSID7040738,Imipramine hydrochloride,DTXCID9023881,C19H24N2,280.1939488,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,6.28,0,,,0.122,9589266,,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,,9589266,,3.559117748,13.85713038,1.33246E-07,0.133246247
Low,Esi+,DTXSID7040738,Imipramine hydrochloride,DTXCID9023881,C19H24N2,280.1939488,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,6.28,0,,,0.024,1483805,,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,,1483805,,3.559117748,13.85713038,2.0618E-08,0.020617996
High,Esi+,DTXSID0047404,Methapyrilene fumarate,DTXCID003278,C14H19N3S,261.1299688,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,2.81,0,,,0.49,33479300,,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,0.00000049,33479300,6.83251E+13,3.286437168,13.74994312,5.95433E-07,0.595433476
Mid,Esi+,DTXSID0047404,Methapyrilene fumarate,DTXCID003278,C14H19N3S,261.1299688,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,2.81,0,,,0.122,9738126,,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,0.000000122,9738126,7.98207E+13,3.286437168,13.74994312,1.73194E-07,0.173193771
Low,Esi+,DTXSID0047404,Methapyrilene fumarate,DTXCID003278,C14H19N3S,261.1299688,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,2.81,0,,,0.024,1703039,,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,0.000000024,1703039,7.096E+13,3.286437168,13.74994312,3.02888E-08,0.030288758
High,Esi+,DTXSID7020552,Doxylamine succinate,DTXCID102970,C17H22N2O,270.1732133,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,2.68,0,,,0.49,36322940,,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,,36322940,,3.695296974,13.9106607,4.4619E-07,0.446190475
Mid,Esi+,DTXSID7020552,Doxylamine succinate,DTXCID102970,C17H22N2O,270.1732133,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,2.68,0,,,0.122,10549754,,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,,10549754,,3.695296974,13.9106607,1.29593E-07,0.129593027
Low,Esi+,DTXSID7020552,Doxylamine succinate,DTXCID102970,C17H22N2O,270.1732133,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,2.68,0,,,0.024,,,CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1,,,,3.695296974,13.9106607,,
High,Esi+,DTXSID2021367,Toremifene citrate,DTXCID40810367,C26H28ClNO,405.1859422,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,10.77,0,,,0.4165,68976824,,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,4.165E-07,68976824,1.65611E+14,4.263717917,14.13409972,5.06528E-07,0.506528013
Mid,Esi+,DTXSID2021367,Toremifene citrate,DTXCID40810367,C26H28ClNO,405.1859422,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,10.77,0,,,0.1037,17015204,,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,1.037E-07,17015204,1.64081E+14,4.263717917,14.13409972,1.2495E-07,0.124950338
Low,Esi+,DTXSID2021367,Toremifene citrate,DTXCID40810367,C26H28ClNO,405.1859422,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,10.77,0,,,0.0204,3133975,,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,2.04E-08,3133975,1.53626E+14,4.263717917,14.13409972,2.30142E-08,0.023014196
High,Esi+,DTXSID1044982,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide,DTXCID9024982,C13H20N2O2S,268.1245491,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,7.72,0,,,0.49,15457870,447727,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,0.00000049,15457870,3.15467E+13,3.070712208,13.66514439,3.34199E-07,0.334199088
Mid,Esi+,DTXSID1044982,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide,DTXCID9024982,C13H20N2O2S,268.1245491,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,7.72,0,,,0.122,6029363,873006,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,0.000000122,6029363,4.9421E+13,3.070712208,13.66514439,1.30355E-07,0.130354804
Low,Esi+,DTXSID1044982,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide,DTXCID9024982,C13H20N2O2S,268.1245491,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,7.72,0,,,0.024,1351432,265562,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,0.000000024,1351432,5.63097E+13,3.070712208,13.66514439,2.9218E-08,0.029217954
High,Esi+,DTXSID0048507,PharmaGSID_48507,DTXCID2028482,C18H18F2N4O3,376.1346968,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,6.61,0,,,0.49,25976270,,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,0.00000049,25976270,5.30128E+13,3.315776505,13.76147604,4.49884E-07,0.449884208
Mid,Esi+,DTXSID0048507,PharmaGSID_48507,DTXCID2028482,C18H18F2N4O3,376.1346968,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,6.61,0,,,0.122,9589896,,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,0.000000122,9589896,7.86057E+13,3.315776505,13.76147604,1.66088E-07,0.166087848
Low,Esi+,DTXSID0048507,PharmaGSID_48507,DTXCID2028482,C18H18F2N4O3,376.1346968,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,6.61,0,,,0.024,1716480,,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,0.000000024,1716480,7.152E+13,3.315776505,13.76147604,2.97278E-08,0.029727796
High,Esi+,DTXSID9034365,Butafenacil,DTXCID7014365,C20H18ClF3N2O6,474.0805485,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,8.97,0,,,0.49,383512,,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,,383512,,2.438586591,13.41666387,1.46932E-08,0.014693156
Mid,Esi+,DTXSID9034365,Butafenacil,DTXCID7014365,C20H18ClF3N2O6,474.0805485,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,8.97,0,,,0.122,172543,,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,,172543,,2.438586591,13.41666387,6.61049E-09,0.006610487
Low,Esi+,DTXSID9034365,Butafenacil,DTXCID7014365,C20H18ClF3N2O6,474.0805485,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,8.97,0,,,0.024,22304,,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,,22304,,2.438586591,13.41666387,8.54513E-10,0.000854513
High,Esi+,DTXSID4048519,PharmaGSID_48519,DTXCID1028493,C22H20BrN5O4,497.069867,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,6.88,0,,,0.49,13862487,,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,,13862487,,3.281189908,13.74788049,2.4772E-07,0.247719766
Mid,Esi+,DTXSID4048519,PharmaGSID_48519,DTXCID1028493,C22H20BrN5O4,497.069867,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,6.88,0,,,0.122,5443395,,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,,5443395,,3.281189908,13.74788049,9.72723E-08,0.097272339
Low,Esi+,DTXSID4048519,PharmaGSID_48519,DTXCID1028493,C22H20BrN5O4,497.069867,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,6.88,0,,,0.024,820846,,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,,820846,,3.281189908,13.74788049,1.46683E-08,0.014668348
High,Esi+,DTXSID1020803,Meloxicam,DTXCID30208734,C14H13N3O4S2,351.0347483,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,2.93,0,,,0.49,7793335,,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,0.00000049,7793335,1.59048E+13,2.964452381,13.62337501,1.85502E-07,0.18550189
Mid,Esi+,DTXSID1020803,Meloxicam,DTXCID30208734,C14H13N3O4S2,351.0347483,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,2.93,0,,,0.122,3569784,,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,0.000000122,3569784,2.92605E+13,2.964452381,13.62337501,8.49703E-08,0.084970257
Low,Esi+,DTXSID1020803,Meloxicam,DTXCID30208734,C14H13N3O4S2,351.0347483,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,2.93,0,,,0.024,552225,,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,0.000000024,552225,2.30094E+13,2.964452381,13.62337501,1.31444E-08,0.013144409
High,Esi+,DTXSID8024107,Fluridone,DTXCID404107,C19H14F3NO,329.1027486,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,6.88,0,,,0.49,33400298,,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,,33400298,,2.517857595,13.44782429,1.19104E-06,1.191039191
Mid,Esi+,DTXSID8024107,Fluridone,DTXCID404107,C19H14F3NO,329.1027486,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,6.88,0,,,0.122,11974877,,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,,11974877,,2.517857595,13.44782429,4.27019E-07,0.42701858
Low,Esi+,DTXSID8024107,Fluridone,DTXCID404107,C19H14F3NO,329.1027486,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,6.88,0,,,0.024,2003182,,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,,2003182,,2.517857595,13.44782429,7.14325E-08,0.071432544
High,Esi+,DTXSID0048185,Apomorphine hydrochloride hydrate,DTXCID20196878,C17H17NO2,267.1259288,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,2.59,0,,,0.196,5872546,2331613,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,0.000000196,5872546,2.9962E+13,3.236321151,13.73024315,1.09291E-07,0.109290717
Mid,Esi+,DTXSID0048185,Apomorphine hydrochloride hydrate,DTXCID20196878,C17H17NO2,267.1259288,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,2.59,0,,,0.0488,3818643,1678954,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,4.88E-08,3818643,7.82509E+13,3.236321151,13.73024315,7.10667E-08,0.07106666
Low,Esi+,DTXSID0048185,Apomorphine hydrochloride hydrate,DTXCID20196878,C17H17NO2,267.1259288,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,2.59,0,,,0.0096,525023,,CN1CCC2=CC=CC3=C2C1CC1=C3C(O)=C(O)C=C1,9.6E-09,525023,5.46899E+13,3.236321151,13.73024315,9.77091E-09,0.009770914
High,Esi+,DTXSID2034962,Thiamethoxam,DTXCID0014962,C8H10ClN5O3S,291.0192881,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.85,0,,,0.49,2603014,,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.00000049,2603014,5.31227E+12,2.306588876,13.36477725,1.12383E-07,0.112382646
Mid,Esi+,DTXSID2034962,Thiamethoxam,DTXCID0014962,C8H10ClN5O3S,291.0192881,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.85,0,,,0.122,1341662,,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.000000122,1341662,1.09972E+13,2.306588876,13.36477725,5.7925E-08,0.057924977
Low,Esi+,DTXSID2034962,Thiamethoxam,DTXCID0014962,C8H10ClN5O3S,291.0192881,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.85,0,,,0.024,917606,,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.000000024,917606,3.82336E+13,2.306588876,13.36477725,3.96168E-08,0.039616764
High,Esi+,DTXSID6021117,Phenazone,DTXCID401117,C11H12N2O,188.094963,CN1N(C(=O)C=C1C)C1=CC=CC=C1,1.27,0,,,0.49,27454340,,CN1N(C(=O)C=C1C)C1=CC=CC=C1,,27454340,,2.476794341,13.43168285,1.01608E-06,1.016080601
Mid,Esi+,DTXSID6021117,Phenazone,DTXCID401117,C11H12N2O,188.094963,CN1N(C(=O)C=C1C)C1=CC=CC=C1,1.27,0,,,0.122,9955664,,CN1N(C(=O)C=C1C)C1=CC=CC=C1,,9955664,,2.476794341,13.43168285,3.68457E-07,0.368457485
Low,Esi+,DTXSID6021117,Phenazone,DTXCID401117,C11H12N2O,188.094963,CN1N(C(=O)C=C1C)C1=CC=CC=C1,1.27,0,,,0.024,1598872,,CN1N(C(=O)C=C1C)C1=CC=CC=C1,,1598872,,2.476794341,13.43168285,5.9174E-08,0.059173989
High,Esi+,DTXSID2032550,"Fenpyroximate (Z,E)",DTXCID0065307,C24H27N3O4,421.2001564,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,12.89,0,,,0.49,64467612,,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,0.00000049,64467612,1.31567E+14,3.416443429,13.80104693,1.01928E-06,1.019282712
Mid,Esi+,DTXSID2032550,"Fenpyroximate (Z,E)",DTXCID0065307,C24H27N3O4,421.2001564,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,12.89,0,,,0.122,18575814,,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,0.000000122,18575814,1.52261E+14,3.416443429,13.80104693,2.93698E-07,0.293697959
Low,Esi+,DTXSID2032550,"Fenpyroximate (Z,E)",DTXCID0065307,C24H27N3O4,421.2001564,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,12.89,0,,,0.024,3013099,,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,0.000000024,3013099,1.25546E+14,3.416443429,13.80104693,4.76394E-08,0.047639421
High,Esi+,DTXSID4042208,N-methyl-alpha-phenylbenzeneacetamide,DTXCID2022208,C15H15NO,225.1153641,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,5.23,0,,,0.49,26912024,,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,26912024,,2.551642516,13.46110471,9.30768E-07,0.930768442
Mid,Esi+,DTXSID4042208,N-methyl-alpha-phenylbenzeneacetamide,DTXCID2022208,C15H15NO,225.1153641,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,5.23,0,,,0.122,8687006,,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,8687006,,2.551642516,13.46110471,3.00445E-07,0.300445297
Low,Esi+,DTXSID4042208,N-methyl-alpha-phenylbenzeneacetamide,DTXCID2022208,C15H15NO,225.1153641,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,5.23,0,,,0.024,1641758,,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,1641758,,2.551642516,13.46110471,5.67812E-08,0.056781182
High,Esi+,DTXSID3024316,Tebuthiuron,DTXCID704316,C9H16N4OS,228.1044823,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,4.01,0,,,0.49,28392032,,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,,28392032,,2.226097653,13.33313718,1.31844E-06,1.31843675
Mid,Esi+,DTXSID3024316,Tebuthiuron,DTXCID704316,C9H16N4OS,228.1044823,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,4.01,0,,,0.122,8400082,,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,,8400082,,2.226097653,13.33313718,3.90073E-07,0.390073412
Low,Esi+,DTXSID3024316,Tebuthiuron,DTXCID704316,C9H16N4OS,228.1044823,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,4.01,0,,,0.024,1363880,,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,,1363880,,2.226097653,13.33313718,6.33343E-08,0.063334301
High,Esi+,DTXSID1042441,Terbucarb,DTXCID9022441,C17H27NO2,277.2041791,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,11.2,0,,,0.49,27613106,,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,0.00000049,27613106,5.63533E+13,2.472444143,13.42997284,1.02599E-06,1.025988327
Mid,Esi+,DTXSID1042441,Terbucarb,DTXCID9022441,C17H27NO2,277.2041791,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,11.2,0,,,0.122,7701278,,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,0.000000122,7701278,6.31252E+13,2.472444143,13.42997284,2.86148E-07,0.286147503
Low,Esi+,DTXSID1042441,Terbucarb,DTXCID9022441,C17H27NO2,277.2041791,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,11.2,0,,,0.024,1521922,,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,0.000000024,1521922,6.34134E+13,2.472444143,13.42997284,5.65483E-08,0.0565483
High,Esi+,DTXSID6042072,Isoprocarb,DTXCID4022072,C11H15NO2,193.1102787,CNC(=O)OC1=C(C=CC=C1)C(C)C,5.67,0,,,0.49,15135768,2642549,CNC(=O)OC1=C(C=CC=C1)C(C)C,,15135768,,2.418346319,13.40870768,5.90605E-07,0.590604548
Mid,Esi+,DTXSID6042072,Isoprocarb,DTXCID4022072,C11H15NO2,193.1102787,CNC(=O)OC1=C(C=CC=C1)C(C)C,5.67,0,,,0.122,5068788,368834,CNC(=O)OC1=C(C=CC=C1)C(C)C,,5068788,,2.418346319,13.40870768,1.97786E-07,0.197786412
Low,Esi+,DTXSID6042072,Isoprocarb,DTXCID4022072,C11H15NO2,193.1102787,CNC(=O)OC1=C(C=CC=C1)C(C)C,5.67,0,,,0.024,,,CNC(=O)OC1=C(C=CC=C1)C(C)C,,,,2.418346319,13.40870768,,
High,Esi+,DTXSID9020247,Carbaryl,DTXCID10247,C12H11NO2,201.0789786,CNC(=O)OC1=C2C=CC=CC2=CC=C1,4.49,0,,,0.49,12873177,6865312,CNC(=O)OC1=C2C=CC=CC2=CC=C1,,12873177,,2.788373034,13.55416046,3.59356E-07,0.359356315
Mid,Esi+,DTXSID9020247,Carbaryl,DTXCID10247,C12H11NO2,201.0789786,CNC(=O)OC1=C2C=CC=CC2=CC=C1,4.49,0,,,0.122,4272749,1715114,CNC(=O)OC1=C2C=CC=CC2=CC=C1,,4272749,,2.788373034,13.55416046,1.19274E-07,0.119274312
Low,Esi+,DTXSID9020247,Carbaryl,DTXCID10247,C12H11NO2,201.0789786,CNC(=O)OC1=C2C=CC=CC2=CC=C1,4.49,0,,,0.024,825001,264285,CNC(=O)OC1=C2C=CC=CC2=CC=C1,,825001,,2.788373034,13.55416046,2.303E-08,0.023030004
High,Esi+,DTXSID4037617,Promecarb,DTXCID2017617,C12H17NO2,207.1259288,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,7.57,0,,,0.343,17714332,,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,,17714332,,2.567714261,13.46742231,6.03813E-07,0.603813016
Mid,Esi+,DTXSID4037617,Promecarb,DTXCID2017617,C12H17NO2,207.1259288,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,7.57,0,,,0.0854,5224396,,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,,5224396,,2.567714261,13.46742231,1.78079E-07,0.178079439
Low,Esi+,DTXSID4037617,Promecarb,DTXCID2017617,C12H17NO2,207.1259288,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,7.57,0,,,0.0168,977874,,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,,977874,,2.567714261,13.46742231,3.33319E-08,0.03333194
High,Esi+,DTXSID7022172,Aminocarb,DTXCID302172,C11H16N2O2,208.1211778,CNC(=O)OC1=CC(C)=C(C=C1)N(C)C,3.71,0,,,0.49,25627840,,CNC(=O)OC1=CC(C)=C(C=C1)N(C)C,,25627840,,2.507609756,13.44379599,9.22393E-07,0.922393023
Mid,Esi+,DTXSID7022172,Aminocarb,DTXCID302172,C11H16N2O2,208.1211778,CNC(=O)OC1=CC(C)=C(C=C1)N(C)C,3.71,0,,,0.122,6825693,,CNC(=O)OC1=CC(C)=C(C=C1)N(C)C,,6825693,,2.507609756,13.44379599,2.45669E-07,0.245669225
